id,second_name,first_name,minutes,value_season,value_form,form,total_points,points_per_game,team,team_code,in_dreamteam,now_cost,event_points,chance_of_playing_next_round,code,dreamteam_count,element_type,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position
403,Lo Celso,Giovani,433,2.9,0.0,0.0,20,1.8,Spurs,6,False,69,0,0.0,200826,0,3,1,1,2,4,0,0,0,3,0,0,0,71,107.6,126.7,96.0,32.7,MID
5,Soares,Cédric,275,4.3,0.8,3.8,20,5.0,Arsenal,3,False,46,5,100.0,58822,0,2,0,1,2,1,0,0,0,1,0,0,3,71,53.6,65.7,10.0,12.9,DEF
409,Livermore,Jake,1112,4.3,0.3,1.6,20,1.4,West Brom,35,False,47,2,100.0,49944,0,3,0,0,1,32,1,0,0,2,1,0,0,88,121.8,70.9,53.0,24.2,MID
33,Hourihane,Conor,225,3.4,0.0,0.0,20,5.0,Aston Villa,7,False,59,0,0.0,85242,1,3,1,1,2,2,0,0,0,0,0,0,3,70,65.4,82.9,33.0,18.2,MID
356,Osborn,Ben,765,4.0,0.2,1.0,19,1.6,Sheffield Utd,49,False,48,0,25.0,167878,0,3,0,0,1,13,0,0,0,1,0,0,0,112,127.6,169.4,59.0,35.8,MID
310,Bailly,Eric,548,3.9,0.4,1.8,19,2.7,Man Utd,1,False,49,0,100.0,197365,0,2,0,0,2,11,0,0,0,2,0,0,4,119,126.0,5.1,20.0,15.2,DEF
280,Laporte,Aymeric,488,3.2,0.2,1.2,19,3.2,Man City,43,False,60,6,100.0,146941,0,2,0,0,2,4,0,0,0,1,0,0,2,94,81.8,34.5,43.0,15.9,DEF
163,Davies,Tom,578,3.7,0.2,1.3,19,1.7,Everton,11,False,52,0,,173807,0,3,0,0,2,6,0,0,0,1,0,0,0,97,89.8,45.7,2.0,13.8,MID
567,Partey,Thomas,531,3.9,0.5,2.4,19,2.1,Arsenal,3,False,49,3,100.0,167199,0,3,0,1,3,5,0,0,0,1,0,0,0,99,112.2,72.6,31.0,21.6,MID
439,Lanzini,Manuel,310,3.0,0.1,0.8,19,1.7,West Ham,21,False,64,0,100.0,86934,0,3,1,1,0,3,0,0,0,1,0,0,0,68,79.0,69.5,89.0,23.6,MID
290,Mata,Juan,334,3.3,0.0,0.0,19,3.2,Man Utd,1,False,58,0,,43670,0,3,0,3,1,3,0,0,0,0,0,0,0,76,66.2,121.9,67.0,25.5,MID
347,Stevens,Enda,1350,3.6,0.1,0.4,18,1.2,Sheffield Utd,49,False,50,0,0.0,63426,0,2,0,0,0,28,0,0,0,3,0,0,0,177,224.2,101.1,99.0,42.5,DEF
530,Ivanovic,Branislav,741,4.1,0.0,0.0,18,1.6,West Brom,35,False,44,0,100.0,41135,0,2,0,0,2,18,0,0,0,2,0,0,0,113,114.8,12.7,61.0,18.8,DEF
510,Bogle,Jayden,433,4.0,0.5,2.0,17,2.8,Sheffield Utd,49,False,43,2,,226182,0,2,1,0,1,8,0,0,0,1,0,0,0,66,98.8,44.8,127.0,27.1,DEF
495,van de Beek,Donny,257,2.6,0.0,0.2,17,1.5,Man Utd,1,False,66,0,,180184,0,3,1,0,0,9,0,0,0,0,0,0,0,67,75.6,40.1,59.0,17.5,MID
258,Minamino,Takumi,289,2.8,0.0,0.2,17,1.9,Liverpool,14,False,60,0,,157882,0,3,1,0,1,4,0,0,0,0,0,0,0,61,59.4,14.6,118.0,19.1,MID
543,Bale,Gareth,229,1.8,0.1,0.6,17,2.8,Spurs,6,False,93,2,100.0,36903,0,3,1,0,1,5,0,0,0,0,0,0,3,45,55.2,73.1,63.0,19.1,MID
247,Shaqiri,Xherdan,311,2.7,0.3,2.2,17,2.4,Liverpool,14,False,64,7,100.0,68312,0,3,0,2,2,1,0,0,0,2,0,0,1,74,68.0,144.8,73.0,28.6,MID
493,Lemina,Mario,558,3.8,0.2,0.8,17,1.3,Fulham,54,False,45,2,100.0,151086,0,3,0,0,0,11,0,0,0,1,0,0,0,84,84.4,70.8,23.0,17.9,MID
555,Krovinovic,Filip,541,3.5,0.0,0.0,17,1.5,West Brom,35,False,49,0,0.0,200878,0,3,0,0,1,11,0,0,0,0,0,0,0,97,74.4,103.6,50.0,22.8,MID
193,Hernández Domínguez,Pablo,260,3.0,0.1,0.5,17,1.9,Leeds,2,False,57,0,100.0,28690,0,3,0,2,0,5,0,0,0,0,0,0,0,66,67.6,78.0,78.0,22.4,MID
104,Alonso,Marcos,315,2.9,0.5,2.8,16,4.0,Chelsea,8,False,56,14,,82263,1,2,1,0,1,6,0,0,0,1,0,0,2,67,78.0,50.1,68.0,19.6,DEF
436,Yarmolenko,Andriy,311,2.9,0.3,1.8,16,1.2,West Ham,21,False,55,1,100.0,56377,0,3,0,1,1,7,0,0,0,2,0,0,0,48,50.0,77.1,106.0,23.2,MID
328,Lascelles,Jamaal,995,3.8,0.1,0.3,16,1.3,Newcastle,4,False,42,0,0.0,101148,0,2,0,0,1,20,0,0,0,3,0,0,0,120,181.6,23.9,91.0,29.8,DEF
505,Marçal,Fernando,568,3.4,0.0,0.0,16,1.6,Wolves,39,False,47,0,0.0,111291,0,2,0,0,1,9,0,0,0,2,0,0,0,97,93.4,40.5,11.0,14.7,DEF
250,van Dijk,Virgil,370,2.4,0.0,0.0,15,3.0,Liverpool,14,False,63,0,0.0,97032,0,2,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,DEF
90,Gudmundsson,Johann Berg,457,2.8,0.2,1.2,15,1.7,Burnley,90,False,54,1,100.0,60586,0,3,0,0,2,6,0,0,0,0,0,0,0,45,35.0,37.5,53.0,12.6,MID
129,Tomkins,James,387,3.3,0.6,2.6,15,3.0,Crystal Palace,31,False,45,0,0.0,49413,0,2,0,0,2,8,0,0,0,1,0,0,2,75,65.2,0.8,10.0,7.6,DEF
565,Diallo,Ibrahima,438,3.3,0.4,1.8,15,1.4,Southampton,20,False,45,1,50.0,240143,0,3,0,0,2,8,0,0,0,2,0,0,0,57,51.8,49.1,22.0,12.3,MID
541,Ünder,Cengiz,236,2.6,0.1,0.4,15,1.9,Leicester,13,False,57,1,100.0,228798,0,3,0,2,0,4,0,0,0,0,0,0,0,59,70.8,81.9,88.0,24.1,MID
515,Ferreira,Vitor,196,3.1,0.2,0.8,15,1.4,Wolves,39,False,48,1,,437858,0,3,0,1,0,3,0,0,0,0,0,0,0,56,35.0,46.5,25.0,10.7,MID
10,Marí,Pablo,270,3.2,0.3,1.2,14,4.7,Arsenal,3,False,44,0,25.0,92371,0,2,0,0,2,1,0,0,0,1,0,0,1,63,59.0,11.7,4.0,7.4,DEF
517,Tete,Kenny,461,3.3,0.6,2.4,14,2.0,Fulham,54,False,43,1,100.0,167074,0,2,0,1,1,10,0,0,0,1,0,0,0,99,134.6,156.8,36.0,32.7,DEF
79,Alzate,Steven,520,3.3,0.0,0.0,14,1.8,Brighton,36,False,43,0,100.0,235382,0,3,0,0,2,13,0,0,0,1,0,0,0,74,61.0,105.0,29.0,19.6,MID
584,Rodon,Joe,371,2.8,0.2,1.0,14,2.0,Spurs,6,False,50,2,,214225,0,2,0,0,1,5,0,0,0,0,0,0,0,82,72.0,2.5,2.0,7.7,DEF
71,Jahanbakhsh,Alireza,249,2.4,0.0,0.0,13,1.2,Brighton,36,False,54,0,0.0,165210,0,3,0,1,0,6,0,0,0,2,0,0,0,62,51.4,94.5,143.0,28.8,MID
131,McCarthy,James,465,3.0,0.2,0.8,13,1.6,Crystal Palace,31,False,43,1,75.0,50472,0,3,0,0,1,9,0,0,0,1,0,0,0,69,67.8,32.8,8.0,10.8,MID
93,Vydra,Matej,275,2.7,0.2,0.8,13,1.1,Burnley,90,False,48,1,100.0,81183,0,4,0,0,0,3,0,0,0,0,0,0,0,31,12.8,30.7,122.0,16.1,FWD
531,Alcántara do Nascimento,Thiago,589,2.3,0.3,1.8,13,1.6,Liverpool,14,False,57,2,100.0,61558,0,3,0,0,1,6,0,0,0,2,0,0,0,90,106.8,166.3,79.0,35.3,MID
335,Yedlin,DeAndre,435,3.0,0.1,0.5,13,2.2,Newcastle,4,False,43,0,100.0,151119,0,2,0,0,1,6,0,0,0,0,0,0,0,68,58.6,41.8,20.0,12.0,DEF
329,Gayle,Dwight,82,2.2,0.1,0.3,13,2.2,Newcastle,4,False,59,0,100.0,104547,0,4,1,0,0,3,0,0,0,0,0,0,3,42,37.4,16.9,64.0,11.4,FWD
425,O'Shea,Dara,1293,3.0,0.1,0.4,13,0.8,West Brom,35,False,43,1,,216616,0,2,0,0,0,41,0,0,0,2,0,0,0,157,294.8,51.2,36.0,38.4,DEF
154,Anício Caldeira Duarte,Bernard,271,2.3,0.0,0.0,13,2.2,Everton,11,False,57,0,,100649,0,3,1,0,1,4,0,0,0,2,0,0,1,44,78.0,88.4,61.0,22.8,MID
352,Robinson,Jack,605,3.1,0.0,0.0,13,1.6,Sheffield Utd,49,False,42,0,75.0,83427,0,2,0,1,0,10,0,0,0,2,0,0,0,70,87.8,11.6,35.0,13.4,DEF
438,Fredericks,Ryan,339,3.1,0.1,0.5,13,1.9,West Ham,21,False,42,1,100.0,81012,0,2,0,1,1,6,0,0,0,2,0,0,0,74,84.8,122.5,63.0,27.2,DEF
261,Keita,Naby,394,2.3,0.0,0.0,12,1.7,Liverpool,14,False,52,0,0.0,175592,0,3,0,0,2,7,0,0,0,0,0,0,0,60,44.2,54.5,111.0,21.0,MID
322,Ritchie,Matt,526,2.4,0.1,0.5,12,1.5,Newcastle,4,False,49,0,100.0,56983,0,3,0,0,1,7,1,0,0,1,0,0,0,66,76.6,204.0,38.0,31.9,MID
387,Lamela,Erik,269,2.1,0.1,0.6,12,1.3,Spurs,6,False,57,1,100.0,62974,0,3,0,1,0,7,0,0,0,1,0,0,0,38,30.6,37.7,112.0,17.7,MID
29,El Mohamady,Ahmed,129,2.8,0.0,0.0,12,2.4,Aston Villa,7,False,43,0,,37339,1,2,0,0,1,0,0,0,0,0,0,0,2,43,27.2,73.0,21.0,12.2,DEF
361,Long,Shane,201,2.4,0.0,0.2,12,1.1,Southampton,20,False,51,0,,20452,0,4,0,0,1,6,0,0,0,0,0,0,0,21,9.8,6.4,19.0,3.4,FWD
182,Bryan,Joe,449,2.6,0.1,0.4,12,1.1,Fulham,54,False,46,0,,101105,0,2,0,1,0,13,0,0,0,2,0,0,0,85,72.4,55.9,47.0,17.5,DEF
427,Noble,Mark,243,2.6,0.2,0.8,12,1.1,West Ham,21,False,46,1,100.0,18073,0,3,0,0,0,7,0,0,0,1,0,0,0,44,19.8,35.8,6.0,6.1,MID
311,James,Daniel,323,1.8,0.0,0.0,11,1.8,Man Utd,1,False,62,0,,200617,0,3,1,0,0,5,0,0,0,2,0,0,0,43,58.6,56.0,147.0,26.2,MID
85,Long,Kevin,540,2.6,0.0,0.0,11,1.8,Burnley,90,False,43,0,100.0,41674,0,2,0,0,1,12,0,0,0,2,0,0,1,76,94.2,11.5,16.0,12.2,DEF
603,Bryan,Kean,227,2.8,0.4,1.6,11,2.8,Sheffield Utd,49,False,39,0,100.0,109638,0,2,1,0,0,3,0,0,0,0,0,0,0,44,66.0,16.8,37.0,12.0,DEF
589,Phillips,Nathaniel,405,2.8,0.1,0.4,11,2.2,Liverpool,14,False,40,2,,197464,0,2,0,0,1,4,0,0,0,2,0,0,0,67,86.8,15.6,6.0,10.9,DEF
238,Söyüncü,Çaglar,466,2.1,0.1,0.6,11,1.4,Leicester,13,False,53,0,100.0,218031,0,2,0,0,1,10,0,0,0,1,0,0,0,86,104.0,35.6,50.0,18.9,DEF
210,Shackleton,Jamie,296,2.3,0.0,0.2,11,1.2,Leeds,2,False,48,0,100.0,221610,0,3,0,0,1,6,0,0,0,0,0,0,0,45,46.6,39.0,16.0,10.0,MID
397,Winks,Harry,566,2.1,0.2,1.0,11,1.2,Spurs,6,False,52,0,100.0,157668,0,3,0,0,1,11,0,0,0,4,0,0,0,72,79.2,50.3,16.0,14.4,MID
487,Longstaff,Matthew,376,2.0,0.1,0.7,10,2.0,Newcastle,4,False,49,0,100.0,223175,0,3,0,0,1,8,0,0,0,0,0,0,0,47,32.6,35.6,2.0,7.0,MID
398,Sánchez,Davinson,586,1.9,0.2,0.8,10,1.2,Spurs,6,False,52,1,,173904,0,2,0,0,0,10,1,0,0,0,0,0,0,72,117.0,4.5,88.0,21.0,DEF
452,Johnson,Ben,141,2.6,0.0,0.0,10,2.5,West Ham,21,False,39,0,,222018,0,2,1,0,0,2,0,0,0,0,0,0,0,32,44.6,3.8,17.0,6.5,DEF
233,Iheanacho,Kelechi,235,1.8,0.1,0.4,10,1.0,Leicester,13,False,56,0,,173515,0,4,0,0,1,2,0,0,1,0,0,0,0,19,16.8,54.4,157.0,22.8,FWD
209,Poveda-Ocampo,Ian Carlo,245,2.3,0.1,0.5,10,1.0,Leeds,2,False,43,0,,215460,0,3,0,0,0,4,0,0,0,0,0,0,0,29,42.6,47.5,87.0,17.7,MID
206,Roberts,Tyler,295,2.1,0.1,0.5,10,1.0,Leeds,2,False,47,0,,173821,0,3,0,0,0,7,0,0,0,0,0,0,0,33,33.0,47.1,66.0,14.7,MID
260,Gomez,Joseph,589,1.9,0.0,0.0,10,1.4,Liverpool,14,False,52,0,0.0,171287,0,2,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0.0,12.5,DEF
554,Ramsey,Jacob,147,2.0,0.1,0.5,9,1.3,Aston Villa,7,False,45,0,,232653,0,3,0,0,1,2,0,0,0,0,0,0,0,20,8.6,13.8,31.0,5.2,MID
44,Nakamba,Marvelous,195,2.1,0.2,1.0,9,1.5,Aston Villa,7,False,43,1,,184704,0,3,0,0,2,0,0,0,0,1,0,0,0,33,23.2,16.8,8.0,4.9,MID
26,Martinelli Silva,Gabriel Teodoro,207,1.8,0.1,0.4,9,1.8,Arsenal,3,False,49,1,100.0,444145,0,3,0,0,2,0,0,0,0,0,0,0,0,18,18.4,17.8,76.0,11.1,MID
535,Benson,Josh,251,2.0,0.0,0.0,9,1.8,Burnley,90,False,45,0,,217401,0,3,0,0,1,7,0,0,0,0,0,0,0,24,12.0,7.9,13.0,3.3,MID
590,N'Lundulu,Daniel,75,1.8,0.2,0.8,8,1.0,Southampton,20,False,45,0,,200088,0,4,0,0,0,1,0,0,0,0,0,0,0,19,3.0,12.2,14.0,2.9,FWD
428,Snodgrass,Robert,242,1.4,0.2,1.0,8,1.3,West Brom,35,False,56,2,100.0,18987,0,3,0,0,0,9,0,0,0,0,0,0,0,38,26.2,19.5,26.0,7.1,MID
248,Oxlade-Chamberlain,Alex,144,1.3,0.1,0.6,8,1.6,Liverpool,14,False,63,1,100.0,81880,0,3,0,1,0,2,0,0,0,0,0,0,0,25,26.6,28.3,20.0,7.5,MID
256,Origi,Divock,151,1.5,0.2,1.0,8,1.1,Liverpool,14,False,52,2,,152760,0,4,0,0,1,0,0,0,0,0,0,0,0,18,10.8,22.4,58.0,9.1,FWD
264,Williams,Neco,171,2.1,0.0,0.0,8,2.0,Liverpool,14,False,39,0,,215136,0,2,0,0,1,0,0,0,0,1,0,0,0,32,21.2,18.5,20.0,5.8,DEF
519,Dunne,Jimmy,180,2.1,0.0,0.0,8,4.0,Burnley,90,False,38,0,100.0,218023,0,2,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,DEF
359,Mousset,Lys,199,1.4,0.1,0.4,8,1.3,Sheffield Utd,49,False,58,0,100.0,178304,0,4,0,0,0,5,0,0,0,0,0,0,0,9,10.8,34.3,45.0,8.9,FWD
190,Kamara,Aboubakar,307,1.7,0.1,0.6,8,0.7,Fulham,54,False,48,0,100.0,197030,0,3,0,0,0,9,0,0,0,1,1,0,0,14,22.6,76.8,39.0,13.2,MID
410,Grosicki,Kamil,147,1.5,0.3,1.4,8,2.7,West Brom,35,False,52,0,100.0,49957,0,3,0,1,0,5,0,0,0,0,0,0,0,29,22.4,35.2,15.0,7.2,MID
511,Lowe,Max,413,1.6,0.0,0.0,7,1.2,Sheffield Utd,49,False,43,0,100.0,155197,0,2,0,0,0,8,0,0,0,1,0,0,0,29,70.6,10.5,33.0,11.4,DEF
59,Pröpper,Davy,195,1.5,0.2,1.0,7,1.4,Brighton,36,False,48,0,100.0,66242,0,3,0,0,0,2,0,0,0,0,0,0,0,28,18.4,4.7,52.0,7.6,MID
125,Cahill,Gary,630,1.6,0.0,0.2,7,1.0,Crystal Palace,31,False,45,0,100.0,19419,0,2,0,0,0,19,0,0,0,0,0,0,0,89,126.6,35.7,36.0,19.9,DEF
111,Palmieri dos Santos,Emerson,88,1.5,0.0,0.0,7,3.5,Chelsea,8,False,47,0,,109533,0,2,0,0,1,0,0,0,0,0,0,0,0,24,17.4,7.7,2.0,2.7,DEF
545,Hoever,Ki-Jana,252,1.6,0.1,0.6,7,1.2,Wolves,39,False,44,2,,441271,0,2,0,0,0,4,0,0,0,1,0,0,0,36,41.0,38.2,8.0,8.8,DEF
573,Olsen,Robin,180,1.6,0.0,0.0,7,3.5,Everton,11,False,45,0,,111782,0,1,0,0,1,2,0,0,0,0,0,4,0,36,35.8,0.0,0.0,3.6,GKP
333,Krafth,Emil,377,1.7,0.0,0.2,7,1.4,Newcastle,4,False,42,0,100.0,111773,0,2,0,1,0,12,0,0,0,1,0,0,0,58,72.0,30.7,6.0,10.8,DEF
20,Willock,Joseph,234,1.5,0.1,0.4,7,1.0,Arsenal,3,False,47,0,,200089,0,3,0,0,0,3,0,0,0,1,0,0,0,18,21.2,29.7,52.0,10.1,MID
55,Stephens,Dale,229,1.6,0.0,0.0,7,1.4,Burnley,90,False,43,0,100.0,40845,0,3,0,0,0,4,0,0,0,0,0,0,0,31,28.8,7.9,41.0,7.8,MID
176,Ream,Tim,450,1.7,0.0,0.0,7,1.4,Fulham,54,False,42,0,,82514,0,2,0,0,0,10,0,0,0,0,0,0,0,78,82.6,4.7,0.0,8.8,DEF
560,Kelleher,Caoimhin,90,1.6,0.0,0.0,7,7.0,Liverpool,14,False,45,0,,200720,1,1,0,0,1,0,0,0,0,0,0,3,0,26,28.2,0.0,0.0,2.8,GKP
408,Robson-Kanu,Hal,194,1.3,0.1,0.4,7,0.9,West Brom,35,False,52,0,100.0,49440,0,4,0,0,0,5,0,0,0,1,0,0,0,0,11.4,11.9,25.0,4.8,FWD
180,Kebano,Neeskens,116,1.3,0.0,0.0,6,1.2,Fulham,54,False,47,0,100.0,92259,0,3,0,0,0,3,0,0,0,0,0,0,0,13,1.4,14.6,47.0,5.9,MID
268,Agüero,Sergio,140,0.6,0.0,0.2,6,1.2,Man City,43,False,103,0,0.0,37572,0,4,0,0,1,2,0,0,0,0,0,0,0,20,7.2,36.9,65.0,10.4,FWD
581,Otasowie,Owen,114,1.3,0.0,0.2,6,1.5,Wolves,39,False,45,0,,250604,0,3,0,1,0,3,0,0,0,1,0,0,0,26,37.2,24.0,12.0,7.3,MID
149,Delph,Fabian,211,1.2,0.0,0.0,6,1.2,Everton,11,False,48,0,0.0,41823,0,3,0,0,0,5,0,0,0,0,0,0,0,38,26.2,18.6,1.0,4.6,MID
523,Forster,Fraser,90,1.5,0.4,1.5,6,6.0,Southampton,20,False,40,0,,40383,0,1,0,0,1,0,0,0,0,0,0,1,0,24,12.2,0.0,0.0,1.2,GKP
112,Arrizabalaga,Kepa,270,1.3,0.0,0.0,6,2.0,Chelsea,8,False,47,0,100.0,109745,0,1,0,0,0,6,0,0,0,0,0,8,0,40,50.8,0.0,0.0,5.0,GKP
430,Randolph,Darren,90,1.4,0.0,0.0,6,6.0,West Ham,21,False,44,0,75.0,32259,0,1,0,0,1,0,0,0,0,0,0,2,0,23,13.6,0.0,0.0,1.4,GKP
414,Hegazy,Ahmed El-Sayed,90,1.5,0.0,0.0,6,6.0,West Brom,35,False,41,0,0.0,77777,0,2,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0.0,2.0,DEF
379,Smallbone,William,171,1.1,0.1,0.5,5,1.7,Southampton,20,False,44,0,0.0,214466,0,3,0,0,0,5,0,0,0,0,0,0,0,17,16.8,7.4,9.0,3.3,MID
75,Fernandes da Silva Junior,Bernardo,205,1.3,0.1,0.4,5,1.7,Brighton,36,False,39,0,0.0,209362,0,2,0,0,0,3,0,0,0,0,0,0,0,30,27.2,32.4,69.0,12.8,DEF
50,Davis,Keinan,48,1.2,0.0,0.2,5,1.0,Aston Villa,7,False,43,0,100.0,221239,0,4,0,0,0,0,0,0,0,0,0,0,0,15,4.6,15.9,58.0,7.7,FWD
524,Tella,Nathan,155,1.1,0.0,0.2,5,1.0,Southampton,20,False,44,0,75.0,203389,0,3,0,0,0,2,0,0,0,0,0,0,0,8,3.0,2.8,4.0,0.7,MID
421,Edwards,Kyle,114,1.1,0.0,0.0,5,1.0,West Brom,35,False,47,0,,174593,0,3,0,0,0,3,0,0,0,0,0,0,0,15,13.0,12.8,39.0,6.4,MID
415,Austin,Charlie,135,1.0,0.0,0.2,5,1.0,West Brom,35,False,51,0,0.0,78356,0,4,0,0,0,5,0,0,0,0,0,0,0,10,20.0,3.9,26.0,5.0,FWD
564,Alves Morais,Carlos Vinicius,70,0.7,0.1,0.8,5,1.0,Spurs,6,False,69,1,100.0,245824,0,4,0,0,0,0,0,0,0,0,0,0,0,15,16.2,22.0,79.0,11.7,FWD
407,Gibbs,Kieran,810,1.2,0.1,0.6,5,0.5,West Brom,35,False,43,1,100.0,42427,0,2,0,0,0,25,0,0,0,1,1,0,0,107,132.0,65.1,10.0,20.8,DEF
188,Onomah,Josh,143,1.1,0.1,0.4,5,1.2,Fulham,54,False,46,0,100.0,168765,0,3,0,0,0,7,0,0,0,0,0,0,0,12,13.2,7.5,2.0,2.2,MID
160,Kenny,Jonjoe,78,1.2,0.0,0.0,5,1.2,Everton,11,False,43,0,100.0,153673,0,2,0,0,0,1,0,0,0,0,0,0,0,19,11.0,8.1,8.0,2.8,DEF
305,Henderson,Dean,225,1.0,0.0,0.0,5,1.7,Man Utd,1,False,52,0,,172649,0,1,0,0,0,3,0,0,0,1,0,11,0,38,65.2,0.0,0.0,6.5,GKP
394,Alli,Bamidele,74,0.5,0.0,0.0,4,1.0,Spurs,6,False,74,0,75.0,108823,0,3,0,0,0,1,0,0,0,0,0,0,0,13,11.4,14.0,27.0,5.2,MID
127,Sakho,Mamadou,275,0.9,0.0,0.0,4,1.0,Crystal Palace,31,False,44,0,0.0,40784,0,2,0,0,0,8,0,0,0,0,0,0,0,33,36.6,1.6,6.0,4.5,DEF
648,Diagne,Mbaye,45,0.7,0.7,4.0,4,4.0,West Brom,35,False,60,4,,164011,0,4,0,1,0,1,0,0,0,0,0,0,0,17,21.2,24.3,0.0,4.6,FWD
331,Dummett,Paul,151,0.9,0.1,0.3,4,2.0,Newcastle,4,False,44,0,50.0,106618,0,2,0,0,0,2,0,0,0,0,0,0,0,15,13.6,2.1,0.0,1.6,DEF
240,Thomas,Luke,270,1.0,0.0,0.0,4,1.0,Leicester,13,False,42,0,,244619,0,2,0,0,0,4,0,0,0,1,0,0,0,24,35.8,18.5,13.0,6.6,DEF
153,Tosun,Cenk,44,0.7,0.0,0.0,4,0.8,Everton,11,False,60,0,100.0,66838,0,4,0,0,0,3,0,0,0,1,0,0,0,12,2.2,11.6,4.0,1.8,FWD
451,Diop,Issa,297,0.9,0.0,0.0,4,1.0,West Ham,21,False,43,0,100.0,219924,0,2,0,0,0,5,0,0,0,1,0,0,0,40,64.6,1.9,0.0,6.7,DEF
423,Field,Sam,61,0.6,0.0,0.0,3,1.0,West Brom,35,False,48,0,100.0,195864,0,3,0,0,0,2,0,0,0,0,0,0,0,16,20.0,0.5,0.0,2.0,MID
473,Gibbs-White,Morgan,93,0.6,0.1,0.6,3,1.5,Wolves,39,False,49,0,100.0,222531,0,3,0,0,0,1,0,0,0,0,0,0,0,15,11.2,36.8,2.0,5.0,MID
627,Tau,Percy,84,0.6,0.1,0.8,3,1.5,Brighton,36,False,54,0,,230127,0,3,0,0,0,1,0,0,0,0,0,0,0,14,7.6,11.5,6.0,2.5,MID
7,Mustafi,Shkodran,45,0.6,0.0,0.0,3,1.0,Arsenal,3,False,50,0,100.0,69140,0,2,0,0,0,1,0,0,0,0,0,0,0,16,11.6,1.0,0.0,1.3,DEF
216,Morgan,Wes,16,0.7,0.0,0.0,3,1.0,Leicester,13,False,44,0,0.0,15033,0,2,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.1,0.0,0.3,DEF
594,Williams,Rhys,120,0.8,0.0,0.0,3,1.5,Liverpool,14,False,40,0,100.0,219937,0,2,0,0,0,2,0,0,0,0,0,0,0,17,21.0,15.2,4.0,4.0,DEF
168,Gordon,Anthony,87,0.7,0.0,0.0,3,1.0,Everton,11,False,43,0,,232826,0,3,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4.0,3.1,MID
378,Valery,Yan,101,0.6,0.2,0.8,3,1.0,Southampton,20,False,47,0,,213482,0,2,0,0,0,4,0,0,0,0,0,0,0,12,26.0,22.1,12.0,6.0,DEF
529,Jagielka,Phil,232,0.8,0.2,0.6,3,0.8,Sheffield Utd,49,False,39,0,100.0,7645,0,2,0,0,0,7,0,0,0,1,0,0,0,29,33.4,1.1,0.0,3.5,DEF
84,Cork,Jack,135,0.6,0.1,0.6,3,1.5,Burnley,90,False,50,2,100.0,40145,0,3,0,0,0,3,0,0,0,0,0,0,0,6,9.8,12.1,2.0,2.4,MID
227,Amartey,Daniel,264,0.8,0.0,0.0,3,0.8,Leicester,13,False,39,0,100.0,155569,0,2,0,0,0,5,0,0,0,1,0,0,0,40,38.0,3.0,6.0,4.7,DEF
354,O'Connell,Jack,180,0.6,0.0,0.0,3,1.5,Sheffield Utd,49,False,47,0,0.0,146610,0,2,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0.0,4.3,DEF
288,Garcia,Eric,200,0.6,0.0,0.0,3,1.0,Man City,43,False,47,0,100.0,432656,0,2,0,0,0,6,0,0,0,0,0,0,0,35,37.0,22.7,1.0,6.0,DEF
642,Da Silva,Willian José,108,0.4,0.2,1.5,3,1.5,Wolves,39,False,70,2,100.0,73314,0,4,0,0,0,1,0,0,0,0,0,0,0,6,13.0,2.2,60.0,7.5,FWD
21,Nelson,Reiss,70,0.4,0.0,0.0,2,1.0,Arsenal,3,False,51,0,100.0,200641,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4.2,9.7,10.0,2.4,MID
538,Steffen,Zack,90,0.5,0.1,0.3,2,2.0,Man City,43,False,44,0,,164484,0,1,0,0,0,1,0,0,0,0,0,1,0,8,9.6,0.0,0.0,1.0,GKP
56,Button,David,90,0.5,0.1,0.4,2,2.0,West Brom,35,False,40,0,,50093,0,1,0,0,0,2,0,0,0,0,0,4,0,18,23.4,0.0,0.0,2.3,GKP
440,Pereira Gomes,Felipe Anderson,2,0.3,0.0,0.0,2,1.0,West Ham,21,False,61,0,0.0,101537,0,3,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2.0,0.5,MID
626,Cutrone,Patrick,23,0.3,0.1,0.5,2,1.0,Wolves,39,False,59,0,0.0,209353,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,4.0,0.2,FWD
194,Casilla Cortés,Francisco,90,0.5,0.1,0.5,2,2.0,Leeds,2,False,42,0,100.0,39790,0,1,0,0,0,1,0,0,0,0,0,1,0,12,8.0,0.0,0.0,0.8,GKP
574,Zeqiri,Andi,63,0.4,0.0,0.2,2,1.0,Brighton,36,False,50,0,,204676,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,5.1,63.0,6.8,FWD
